INVALID	remote	native	EST5EDT	remote	cache	legacy	EST5EDT	2019-09-09		09:09:09		2019-09-09 09:09:09.0909			09:09:09		2019-09-09 09:09:09.0909		2019-09-09T13:09:09.090Z
INVALID	remote	native	EST5EDT	remote	jdbc	legacy	EST5EDT	2019-09-09		17:09:09		2019-09-09 16:09:09.0909							
INVALID	remote	native	EST5EDT	remote	native	legacy	EST5EDT	2019-09-09		09:09:09		2019-09-09 09:09:09.0909			09:09:09		2019-09-09 09:09:09.0909		2019-09-09T13:09:09.090Z
INVALID	remote	native	EST5EDT	thick remote	jdbc	legacy	EST5EDT	2019-09-09		17:09:09		2019-09-09 16:09:09.0909			09:09:09		2019-09-09 09:09:09.0909		2019-09-09T13:09:09.090Z
INVALID	remote	native	EST5EDT	local	cache	legacy	Europe/Moscow	2019-09-09		09:09:09		2019-09-09 09:09:09.0909			09:09:09		2019-09-09 09:09:09.0909		2019-09-09T06:09:09.090Z
correct	remote	native	EST5EDT	local	jdbc	legacy	Europe/Moscow	2019-09-09		09:09:09		2019-09-09 09:09:09.0909							
INVALID	remote	native	EST5EDT	local	native	legacy	Europe/Moscow	2019-09-09		09:09:09		2019-09-09 09:09:09.0909			09:09:09		2019-09-09 09:09:09.0909		2019-09-09T06:09:09.090Z
INVALID	remote	native	EST5EDT	local->remote	jdbc	legacy	Europe/Moscow	2019-09-08		09:09:09		2019-09-09 09:09:09.0909							
INVALID	remote	native	EST5EDT	thick local	jdbc	legacy	Europe/Moscow	2019-09-08		01:09:09		2019-09-09 02:09:09.0909			09:09:09		2019-09-09 09:09:09.0909		2019-09-09T06:09:09.090Z
INVALID	remote	native	EST5EDT	remote	cache	legacy	IST	2019-09-08		22:39:09		2019-09-08 23:39:09.0909			09:09:09		2019-09-09 09:09:09.0909		2019-09-09T03:39:09.090Z
INVALID	remote	native	EST5EDT	remote	jdbc	legacy	IST	2019-09-08		06:39:09		2019-09-09 06:39:09.0909							
INVALID	remote	native	EST5EDT	remote	native	legacy	IST	2019-09-08		06:39:09		2019-09-09 06:39:09.0909			09:09:09		2019-09-09 09:09:09.0909		2019-09-09T03:39:09.090Z
INVALID	remote	native	EST5EDT	thick remote	jdbc	legacy	IST	2019-09-08		06:39:09		2019-09-09 06:39:09.0909			09:09:09		2019-09-09 09:09:09.0909		2019-09-09T03:39:09.090Z
INVALID	remote	native	EST5EDT	remote	jdbc	literal	EST5EDT	2019-09-08		01:09:09		2019-09-09 02:09:09.0909							
correct	remote	native	EST5EDT	remote	native	literal	EST5EDT	2019-09-09		09:09:09		2019-09-09 09:09:09.0909							
INVALID	remote	native	EST5EDT	thick remote	jdbc	literal	EST5EDT	2019-09-09		17:09:09		2019-09-09 16:09:09.0909							
correct	remote	native	EST5EDT	local	jdbc	literal	Europe/Moscow	2019-09-09		09:09:09		2019-09-09 09:09:09.0909							
INVALID	remote	native	EST5EDT	local	native	literal	Europe/Moscow	2019-09-08		01:09:09		2019-09-09 02:09:09.0909							
correct	remote	native	EST5EDT	local->remote	jdbc	literal	Europe/Moscow	2019-09-09		09:09:09		2019-09-09 09:09:09.0909							
correct	remote	native	EST5EDT	thick local	jdbc	literal	Europe/Moscow	2019-09-09		09:09:09		2019-09-09 09:09:09.0909							
INVALID	remote	native	EST5EDT	remote	jdbc	literal	IST	2019-09-08		01:09:09		2019-09-09 02:09:09.0909							
INVALID	remote	native	EST5EDT	remote	native	literal	IST	2019-09-08		22:39:09		2019-09-08 23:39:09.0909							
INVALID	remote	native	EST5EDT	thick remote	jdbc	literal	IST	2019-09-08		06:39:09		2019-09-09 06:39:09.0909							
INVALID	remote	native	EST5EDT	remote	cache	modern	EST5EDT	2019-09-09		09:09:09		2019-09-09 09:09:09.909			09:09:09		2019-09-09 09:09:09.0909		2019-09-09T13:09:09.909Z
INVALID	remote	native	EST5EDT	remote	jdbc	modern	EST5EDT	2019-09-09		16:09:09		2019-09-09 16:09:09.909							
INVALID	remote	native	EST5EDT	remote	native	modern	EST5EDT	2019-09-09		09:09:09		2019-09-09 09:09:09.909			09:09:09		2019-09-09 09:09:09.909		2019-09-09T13:09:09.090Z
INVALID	remote	native	EST5EDT	thick remote	jdbc	modern	EST5EDT	2019-09-09		16:09:09		2019-09-09 16:09:09.909			09:09:09		2019-09-09 09:09:09.909		2019-09-09T13:09:09.090Z
INVALID	remote	native	EST5EDT	local	cache	modern	Europe/Moscow	2019-09-09		02:09:09		2019-09-09 02:09:09.909			09:09:09		2019-09-09 09:09:09.0909		2019-09-09T06:09:09.909Z
correct	remote	native	EST5EDT	local	jdbc	modern	Europe/Moscow	2019-09-09		09:09:09		2019-09-09 09:09:09.909							
INVALID	remote	native	EST5EDT	local	native	modern	Europe/Moscow	2019-09-09		09:09:09		2019-09-09 09:09:09.909			09:09:09		2019-09-09 09:09:09.909		2019-09-09T06:09:09.090Z
correct	remote	native	EST5EDT	local->remote	jdbc	modern	Europe/Moscow	2019-09-09		09:09:09		2019-09-09 09:09:09.909							
INVALID	remote	native	EST5EDT	thick local	jdbc	modern	Europe/Moscow	2019-09-09		02:09:09		2019-09-09 02:09:09.909			09:09:09		2019-09-09 09:09:09.909		2019-09-09T06:09:09.090Z
INVALID	remote	native	EST5EDT	remote	cache	modern	IST	2019-09-09		23:39:09		2019-09-08 23:39:09.909			09:09:09		2019-09-09 09:09:09.0909		2019-09-09T03:39:09.909Z
INVALID	remote	native	EST5EDT	remote	jdbc	modern	IST	2019-09-08		23:39:09		2019-09-08 23:39:09.909							
INVALID	remote	native	EST5EDT	remote	native	modern	IST	2019-09-09		06:39:09		2019-09-09 06:39:09.909			09:09:09		2019-09-09 09:09:09.909		2019-09-09T03:39:09.090Z
INVALID	remote	native	EST5EDT	thick remote	jdbc	modern	IST	2019-09-09		06:39:09		2019-09-09 06:39:09.909			09:09:09		2019-09-09 09:09:09.909		2019-09-09T03:39:09.090Z
INVALID	remote	jdbc	IST	remote	jdbc	EST5EDT	calendarized	2019-09-08	Sun Sep 08 02:30:00 IST 2019	11:39:09	11:39:09	2019-09-09 11:39:09.0909	2019-09-09 11:39:09.0909							
INVALID	remote	jdbc	IST	thick remote	jdbc	EST5EDT	calendarized	2019-09-09	Mon Sep 09 02:30:00 IST 2019	19:39:09	19:39:09	2019-09-09 18:39:09.0909	2019-09-09 18:39:09.0909	2019-09-09	Mon Sep 09 02:30:00 IST 2019	11:39:09	11:39:09	2019-09-09 11:39:09.0909	2019-09-09 11:39:09.0909	
INVALID	remote	jdbc	IST	local	jdbc	Europe/Moscow	calendarized	2019-09-09	Mon Sep 09 02:30:00 IST 2019	11:39:09	11:39:09	2019-09-09 11:39:09.0909	2019-09-09 11:39:09.0909							
INVALID	remote	jdbc	IST	local->remote	jdbc	Europe/Moscow	calendarized	2019-09-08	Sun Sep 08 02:30:00 IST 2019	14:09:09	14:09:09	2019-09-09 14:09:09.0909	2019-09-09 14:09:09.0909							
INVALID	remote	jdbc	IST	thick local	jdbc	Europe/Moscow	calendarized	2019-09-09	Mon Sep 09 02:30:00 IST 2019	11:39:09	11:39:09	2019-09-09 11:39:09.0909	2019-09-09 11:39:09.0909	2019-09-09	Mon Sep 09 02:30:00 IST 2019	11:39:09	11:39:09	2019-09-09 11:39:09.0909	2019-09-09 11:39:09.0909	
INVALID	remote	jdbc	IST	remote	jdbc	IST	calendarized	2019-09-08	Sun Sep 08 02:30:00 IST 2019	09:09:09	09:09:09	2019-09-09 09:09:09.0909	2019-09-09 09:09:09.0909							
INVALID	remote	jdbc	IST	thick remote	jdbc	IST	calendarized	2019-09-08	Sun Sep 08 02:30:00 IST 2019	01:09:09	01:09:09	2019-09-09 02:09:09.0909	2019-09-09 02:09:09.0909	2019-09-09	Mon Sep 09 02:30:00 IST 2019	11:39:09	11:39:09	2019-09-09 11:39:09.0909	2019-09-09 11:39:09.0909	
INVALID	remote	jdbc	IST	remote	native	EST5EDT	jsr310	2019-09-09	Mon Sep 09 02:30:00 IST 2019	18:39:09	18:39:09	2019-09-09 18:39:09.909	2019-09-09 18:39:09.909	2019-09-09	Mon Sep 09 02:30:00 IST 2019	11:39:09	11:39:09	2019-09-09 11:39:09.0909	2019-09-09 11:39:09.0909	
INVALID	remote	jdbc	IST	thick remote	jdbc	EST5EDT	jsr310	2019-09-09	Mon Sep 09 02:30:00 IST 2019	18:39:09	18:39:09	2019-09-09 18:39:09.909	2019-09-09 18:39:09.909	2019-09-09	Mon Sep 09 02:30:00 IST 2019	11:39:09	11:39:09	2019-09-09 11:39:09.0909	2019-09-09 11:39:09.0909	
INVALID	remote	jdbc	IST	local	native	Europe/Moscow	jsr310	2019-09-09	Mon Sep 09 02:30:00 IST 2019	14:09:09	14:09:09	2019-09-09 14:09:09.909	2019-09-09 14:09:09.909	2019-09-09	Mon Sep 09 02:30:00 IST 2019	11:39:09	11:39:09	2019-09-09 11:39:09.0909	2019-09-09 11:39:09.0909	
INVALID	remote	jdbc	IST	thick local	jdbc	Europe/Moscow	jsr310	2019-09-09	Mon Sep 09 02:30:00 IST 2019	04:39:09	04:39:09	2019-09-09 04:39:09.909	2019-09-09 04:39:09.909	2019-09-09	Mon Sep 09 02:30:00 IST 2019	11:39:09	11:39:09	2019-09-09 11:39:09.0909	2019-09-09 11:39:09.0909	
INVALID	remote	jdbc	IST	remote	native	IST	jsr310	2019-09-09	Mon Sep 09 02:30:00 IST 2019	11:39:09	11:39:09	2019-09-09 11:39:09.909	2019-09-09 11:39:09.909	2019-09-09	Mon Sep 09 02:30:00 IST 2019	11:39:09	11:39:09	2019-09-09 11:39:09.0909	2019-09-09 11:39:09.0909	
INVALID	remote	jdbc	IST	thick remote	jdbc	IST	jsr310	2019-09-09	Mon Sep 09 02:30:00 IST 2019	11:39:09	11:39:09	2019-09-09 11:39:09.909	2019-09-09 11:39:09.909	2019-09-09	Mon Sep 09 02:30:00 IST 2019	11:39:09	11:39:09	2019-09-09 11:39:09.0909	2019-09-09 11:39:09.0909	
INVALID	remote	jdbc	IST	remote	cache	EST5EDT	legacy	2019-09-09	Mon Sep 09 02:30:00 IST 2019	22:09:09	22:09:09	2019-09-09 21:09:09.0909	2019-09-09 21:09:09.0909	2019-09-09	Mon Sep 09 02:30:00 IST 2019	11:39:09	11:39:09	2019-09-09 11:39:09.0909	2019-09-09 11:39:09.0909	
INVALID	remote	jdbc	IST	remote	jdbc	EST5EDT	legacy	2019-09-09	Mon Sep 09 02:30:00 IST 2019	19:39:09	19:39:09	2019-09-09 18:39:09.0909	2019-09-09 18:39:09.0909							
INVALID	remote	jdbc	IST	remote	native	EST5EDT	legacy	2019-09-09	Mon Sep 09 02:30:00 IST 2019	11:39:09	11:39:09	2019-09-09 11:39:09.0909	2019-09-09 11:39:09.0909	2019-09-09	Mon Sep 09 02:30:00 IST 2019	11:39:09	11:39:09	2019-09-09 11:39:09.0909	2019-09-09 11:39:09.0909	
INVALID	remote	jdbc	IST	thick remote	jdbc	EST5EDT	legacy	2019-09-09	Mon Sep 09 02:30:00 IST 2019	22:09:09	22:09:09	2019-09-09 21:09:09.0909	2019-09-09 21:09:09.0909	2019-09-09	Mon Sep 09 02:30:00 IST 2019	11:39:09	11:39:09	2019-09-09 11:39:09.0909	2019-09-09 11:39:09.0909	
INVALID	remote	jdbc	IST	local	cache	Europe/Moscow	legacy	2019-09-09	Mon Sep 09 02:30:00 IST 2019	14:09:09	14:09:09	2019-09-09 14:09:09.0909	2019-09-09 14:09:09.0909	2019-09-09	Mon Sep 09 02:30:00 IST 2019	11:39:09	11:39:09	2019-09-09 11:39:09.0909	2019-09-09 11:39:09.0909	
INVALID	remote	jdbc	IST	local	jdbc	Europe/Moscow	legacy	2019-09-09	Mon Sep 09 02:30:00 IST 2019	14:09:09	14:09:09	2019-09-09 14:09:09.0909	2019-09-09 14:09:09.0909							
INVALID	remote	jdbc	IST	local	native	Europe/Moscow	legacy	2019-09-08	Sun Sep 08 02:30:00 IST 2019	03:39:09	03:39:09	2019-09-09 04:39:09.0909	2019-09-09 04:39:09.0909	2019-09-09	Mon Sep 09 02:30:00 IST 2019	11:39:09	11:39:09	2019-09-09 11:39:09.0909	2019-09-09 11:39:09.0909	
INVALID	remote	jdbc	IST	local->remote	jdbc	Europe/Moscow	legacy	2019-09-08	Sun Sep 08 02:30:00 IST 2019	14:09:09	14:09:09	2019-09-09 14:09:09.0909	2019-09-09 14:09:09.0909							
INVALID	remote	jdbc	IST	thick local	jdbc	Europe/Moscow	legacy	2019-09-09	Mon Sep 09 02:30:00 IST 2019	14:09:09	14:09:09	2019-09-09 14:09:09.0909	2019-09-09 14:09:09.0909	2019-09-09	Mon Sep 09 02:30:00 IST 2019	11:39:09	11:39:09	2019-09-09 11:39:09.0909	2019-09-09 11:39:09.0909	
INVALID	remote	jdbc	IST	remote	cache	IST	legacy	2019-09-08	Sun Sep 08 02:30:00 IST 2019	01:09:09	01:09:09	2019-09-09 02:09:09.0909	2019-09-09 02:09:09.0909	2019-09-09	Mon Sep 09 02:30:00 IST 2019	11:39:09	11:39:09	2019-09-09 11:39:09.0909	2019-09-09 11:39:09.0909	
INVALID	remote	jdbc	IST	remote	jdbc	IST	legacy	2019-09-08	Sun Sep 08 02:30:00 IST 2019	11:39:09	11:39:09	2019-09-09 11:39:09.0909	2019-09-09 11:39:09.0909							
INVALID	remote	jdbc	IST	remote	native	IST	legacy	2019-09-08	Sun Sep 08 02:30:00 IST 2019	01:09:09	01:09:09	2019-09-09 02:09:09.0909	2019-09-09 02:09:09.0909	2019-09-09	Mon Sep 09 02:30:00 IST 2019	11:39:09	11:39:09	2019-09-09 11:39:09.0909	2019-09-09 11:39:09.0909	
INVALID	remote	jdbc	IST	thick remote	jdbc	IST	legacy	2019-09-09	Mon Sep 09 02:30:00 IST 2019	11:39:09	11:39:09	2019-09-09 11:39:09.0909	2019-09-09 11:39:09.0909	2019-09-09	Mon Sep 09 02:30:00 IST 2019	11:39:09	11:39:09	2019-09-09 11:39:09.0909	2019-09-09 11:39:09.0909	
INVALID	remote	jdbc	IST	remote	jdbc	EST5EDT	literal	2019-09-09	Mon Sep 09 02:30:00 IST 2019	14:09:09	14:09:09	2019-09-09 14:09:09.0909	2019-09-09 14:09:09.0909							
INVALID	remote	jdbc	IST	remote	native	EST5EDT	literal	2019-09-09	Mon Sep 09 02:30:00 IST 2019	22:09:09	22:09:09	2019-09-09 21:09:09.0909	2019-09-09 21:09:09.0909							
INVALID	remote	jdbc	IST	thick remote	jdbc	EST5EDT	literal	2019-09-09	Mon Sep 09 02:30:00 IST 2019	19:39:09	19:39:09	2019-09-09 18:39:09.0909	2019-09-09 18:39:09.0909							
INVALID	remote	jdbc	IST	local	jdbc	Europe/Moscow	literal	2019-09-08	Sun Sep 08 02:30:00 IST 2019	03:39:09	03:39:09	2019-09-09 04:39:09.0909	2019-09-09 04:39:09.0909							
INVALID	remote	jdbc	IST	local	native	Europe/Moscow	literal	2019-09-08	Sun Sep 08 02:30:00 IST 2019	03:39:09	03:39:09	2019-09-09 04:39:09.0909	2019-09-09 04:39:09.0909							
INVALID	remote	jdbc	IST	local->remote	jdbc	Europe/Moscow	literal	2019-09-09	Mon Sep 09 02:30:00 IST 2019	11:39:09	11:39:09	2019-09-09 11:39:09.0909	2019-09-09 11:39:09.0909							
INVALID	remote	jdbc	IST	thick local	jdbc	Europe/Moscow	literal	2019-09-08	Sun Sep 08 02:30:00 IST 2019	03:39:09	03:39:09	2019-09-09 04:39:09.0909	2019-09-09 04:39:09.0909							
INVALID	remote	jdbc	IST	remote	jdbc	IST	literal	2019-09-08	Sun Sep 08 02:30:00 IST 2019	03:39:09	03:39:09	2019-09-09 04:39:09.0909	2019-09-09 04:39:09.0909							
INVALID	remote	jdbc	IST	remote	native	IST	literal	2019-09-08	Sun Sep 08 02:30:00 IST 2019	09:09:09	09:09:09	2019-09-09 09:09:09.0909	2019-09-09 09:09:09.0909							
INVALID	remote	jdbc	IST	thick remote	jdbc	IST	literal	2019-09-08	Sun Sep 08 02:30:00 IST 2019	01:09:09	01:09:09	2019-09-09 02:09:09.0909	2019-09-09 02:09:09.0909							
INVALID	remote	jdbc	IST	remote	cache	EST5EDT	modern	2019-09-09	Mon Sep 09 02:30:00 IST 2019	11:39:09	11:39:09	2019-09-09 11:39:09.909	2019-09-09 11:39:09.909	2019-09-09	Mon Sep 09 02:30:00 IST 2019	11:39:09	11:39:09	2019-09-09 11:39:09.0909	2019-09-09 11:39:09.0909	
INVALID	remote	jdbc	IST	remote	jdbc	EST5EDT	modern	2019-09-08	Sun Sep 08 02:30:00 IST 2019	11:39:09	11:39:09	2019-09-09 11:39:09.909	2019-09-09 11:39:09.909							
INVALID	remote	jdbc	IST	remote	native	EST5EDT	modern	2019-09-09	Mon Sep 09 02:30:00 IST 2019	11:39:09	11:39:09	2019-09-09 11:39:09.909	2019-09-09 11:39:09.909	2019-09-09	Mon Sep 09 02:30:00 IST 2019	11:39:09	11:39:09	2019-09-09 11:39:09.909	2019-09-09 11:39:09.909	
INVALID	remote	jdbc	IST	thick remote	jdbc	EST5EDT	modern	2019-09-09	Mon Sep 09 02:30:00 IST 2019	11:39:09	11:39:09	2019-09-09 11:39:09.909	2019-09-09 11:39:09.909	2019-09-09	Mon Sep 09 02:30:00 IST 2019	11:39:09	11:39:09	2019-09-09 11:39:09.909	2019-09-09 11:39:09.909	
INVALID	remote	jdbc	IST	local	cache	Europe/Moscow	modern	2019-09-09	Mon Sep 09 02:30:00 IST 2019	11:39:09	11:39:09	2019-09-09 11:39:09.909	2019-09-09 11:39:09.909	2019-09-09	Mon Sep 09 02:30:00 IST 2019	11:39:09	11:39:09	2019-09-09 11:39:09.0909	2019-09-09 11:39:09.0909	
INVALID	remote	jdbc	IST	local	jdbc	Europe/Moscow	modern	2019-09-08	Sun Sep 08 02:30:00 IST 2019	04:39:09	04:39:09	2019-09-09 04:39:09.909	2019-09-09 04:39:09.909							
INVALID	remote	jdbc	IST	local	native	Europe/Moscow	modern	2019-09-09	Mon Sep 09 02:30:00 IST 2019	14:09:09	14:09:09	2019-09-09 14:09:09.909	2019-09-09 14:09:09.909	2019-09-09	Mon Sep 09 02:30:00 IST 2019	11:39:09	11:39:09	2019-09-09 11:39:09.909	2019-09-09 11:39:09.909	
INVALID	remote	jdbc	IST	local->remote	jdbc	Europe/Moscow	modern	2019-09-09	Mon Sep 09 02:30:00 IST 2019	14:09:09	14:09:09	2019-09-09 14:09:09.909	2019-09-09 14:09:09.909							
INVALID	remote	jdbc	IST	thick local	jdbc	Europe/Moscow	modern	2019-09-09	Mon Sep 09 02:30:00 IST 2019	11:39:09	11:39:09	2019-09-09 11:39:09.909	2019-09-09 11:39:09.909	2019-09-09	Mon Sep 09 02:30:00 IST 2019	11:39:09	11:39:09	2019-09-09 11:39:09.909	2019-09-09 11:39:09.909	
INVALID	remote	jdbc	IST	remote	cache	IST	modern	2019-09-09	Mon Sep 09 02:30:00 IST 2019	02:09:09	02:09:09	2019-09-09 02:09:09.909	2019-09-09 02:09:09.909	2019-09-09	Mon Sep 09 02:30:00 IST 2019	11:39:09	11:39:09	2019-09-09 11:39:09.0909	2019-09-09 11:39:09.0909	
INVALID	remote	jdbc	IST	remote	jdbc	IST	modern	2019-09-09	Mon Sep 09 02:30:00 IST 2019	11:39:09	11:39:09	2019-09-09 11:39:09.909	2019-09-09 11:39:09.909							
INVALID	remote	jdbc	IST	remote	native	IST	modern	2019-09-09	Mon Sep 09 02:30:00 IST 2019	11:39:09	11:39:09	2019-09-09 11:39:09.909	2019-09-09 11:39:09.909	2019-09-09	Mon Sep 09 02:30:00 IST 2019	11:39:09	11:39:09	2019-09-09 11:39:09.909	2019-09-09 11:39:09.909	
INVALID	remote	jdbc	IST	thick remote	jdbc	IST	modern	2019-09-09	Mon Sep 09 02:30:00 IST 2019	11:39:09	11:39:09	2019-09-09 11:39:09.909	2019-09-09 11:39:09.909	2019-09-09	Mon Sep 09 02:30:00 IST 2019	11:39:09	11:39:09	2019-09-09 11:39:09.909	2019-09-09 11:39:09.909	
INVALID	remote	jdbc	EST5EDT	remote	jdbc	EST5EDT	calendarized	2019-09-07	Sat Sep 07 17:00:00 EDT 2019	01:09:09	01:09:09	2019-09-09 02:09:09.0909	2019-09-09 02:09:09.0909							
INVALID	remote	jdbc	EST5EDT	thick remote	jdbc	EST5EDT	calendarized	2019-09-08	Sun Sep 08 17:00:00 EDT 2019	09:09:09	09:09:09	2019-09-09 09:09:09.0909	2019-09-09 09:09:09.0909	2019-09-08	Sun Sep 08 17:00:00 EDT 2019	01:09:09	01:09:09	2019-09-09 02:09:09.0909	2019-09-09 02:09:09.0909	
INVALID	remote	jdbc	EST5EDT	local	jdbc	Europe/Moscow	calendarized	2019-09-08	Sun Sep 08 17:00:00 EDT 2019	01:09:09	01:09:09	2019-09-09 02:09:09.0909	2019-09-09 02:09:09.0909							
INVALID	remote	jdbc	EST5EDT	local->remote	jdbc	Europe/Moscow	calendarized	2019-09-07	Sat Sep 07 17:00:00 EDT 2019	03:39:09	03:39:09	2019-09-09 04:39:09.0909	2019-09-09 04:39:09.0909							
INVALID	remote	jdbc	EST5EDT	thick local	jdbc	Europe/Moscow	calendarized	2019-09-08	Sun Sep 08 17:00:00 EDT 2019	01:09:09	01:09:09	2019-09-09 02:09:09.0909	2019-09-09 02:09:09.0909	2019-09-08	Sun Sep 08 17:00:00 EDT 2019	01:09:09	01:09:09	2019-09-09 02:09:09.0909	2019-09-09 02:09:09.0909	
INVALID	remote	jdbc	EST5EDT	remote	jdbc	IST	calendarized	2019-09-07	Sat Sep 07 17:00:00 EDT 2019	22:39:09	22:39:09	2019-09-08 23:39:09.0909	2019-09-08 23:39:09.0909							
INVALID	remote	jdbc	EST5EDT	thick remote	jdbc	IST	calendarized	2019-09-07	Sat Sep 07 17:00:00 EDT 2019	14:39:09	14:39:09	2019-09-08 16:39:09.0909	2019-09-08 16:39:09.0909	2019-09-08	Sun Sep 08 17:00:00 EDT 2019	01:09:09	01:09:09	2019-09-09 02:09:09.0909	2019-09-09 02:09:09.0909	
INVALID	remote	jdbc	EST5EDT	remote	native	EST5EDT	jsr310	2019-09-08	Sun Sep 08 17:00:00 EDT 2019	08:09:09	08:09:09	2019-09-09 09:09:09.909	2019-09-09 09:09:09.909	2019-09-08	Sun Sep 08 17:00:00 EDT 2019	01:09:09	01:09:09	2019-09-09 02:09:09.0909	2019-09-09 02:09:09.0909	
INVALID	remote	jdbc	EST5EDT	thick remote	jdbc	EST5EDT	jsr310	2019-09-08	Sun Sep 08 17:00:00 EDT 2019	08:09:09	08:09:09	2019-09-09 09:09:09.909	2019-09-09 09:09:09.909	2019-09-08	Sun Sep 08 17:00:00 EDT 2019	01:09:09	01:09:09	2019-09-09 02:09:09.0909	2019-09-09 02:09:09.0909	
INVALID	remote	jdbc	EST5EDT	local	native	Europe/Moscow	jsr310	2019-09-08	Sun Sep 08 17:00:00 EDT 2019	03:39:09	03:39:09	2019-09-09 04:39:09.909	2019-09-09 04:39:09.909	2019-09-08	Sun Sep 08 17:00:00 EDT 2019	01:09:09	01:09:09	2019-09-09 02:09:09.0909	2019-09-09 02:09:09.0909	
INVALID	remote	jdbc	EST5EDT	thick local	jdbc	Europe/Moscow	jsr310	2019-09-08	Sun Sep 08 17:00:00 EDT 2019	18:09:09	18:09:09	2019-09-08 19:09:09.909	2019-09-08 19:09:09.909	2019-09-08	Sun Sep 08 17:00:00 EDT 2019	01:09:09	01:09:09	2019-09-09 02:09:09.0909	2019-09-09 02:09:09.0909	
INVALID	remote	jdbc	EST5EDT	remote	native	IST	jsr310	2019-09-08	Sun Sep 08 17:00:00 EDT 2019	01:09:09	01:09:09	2019-09-09 02:09:09.909	2019-09-09 02:09:09.909	2019-09-08	Sun Sep 08 17:00:00 EDT 2019	01:09:09	01:09:09	2019-09-09 02:09:09.0909	2019-09-09 02:09:09.0909	
INVALID	remote	jdbc	EST5EDT	thick remote	jdbc	IST	jsr310	2019-09-08	Sun Sep 08 17:00:00 EDT 2019	01:09:09	01:09:09	2019-09-09 02:09:09.909	2019-09-09 02:09:09.909	2019-09-08	Sun Sep 08 17:00:00 EDT 2019	01:09:09	01:09:09	2019-09-09 02:09:09.0909	2019-09-09 02:09:09.0909	
INVALID	remote	jdbc	EST5EDT	remote	cache	EST5EDT	legacy	2019-09-08	Sun Sep 08 17:00:00 EDT 2019	11:39:09	11:39:09	2019-09-09 11:39:09.0909	2019-09-09 11:39:09.0909	2019-09-08	Sun Sep 08 17:00:00 EDT 2019	01:09:09	01:09:09	2019-09-09 02:09:09.0909	2019-09-09 02:09:09.0909	
INVALID	remote	jdbc	EST5EDT	remote	jdbc	EST5EDT	legacy	2019-09-08	Sun Sep 08 17:00:00 EDT 2019	09:09:09	09:09:09	2019-09-09 09:09:09.0909	2019-09-09 09:09:09.0909							
INVALID	remote	jdbc	EST5EDT	remote	native	EST5EDT	legacy	2019-09-08	Sun Sep 08 17:00:00 EDT 2019	01:09:09	01:09:09	2019-09-09 02:09:09.0909	2019-09-09 02:09:09.0909	2019-09-08	Sun Sep 08 17:00:00 EDT 2019	01:09:09	01:09:09	2019-09-09 02:09:09.0909	2019-09-09 02:09:09.0909	
INVALID	remote	jdbc	EST5EDT	thick remote	jdbc	EST5EDT	legacy	2019-09-08	Sun Sep 08 17:00:00 EDT 2019	11:39:09	11:39:09	2019-09-09 11:39:09.0909	2019-09-09 11:39:09.0909	2019-09-08	Sun Sep 08 17:00:00 EDT 2019	01:09:09	01:09:09	2019-09-09 02:09:09.0909	2019-09-09 02:09:09.0909	
INVALID	remote	jdbc	EST5EDT	local	cache	Europe/Moscow	legacy	2019-09-08	Sun Sep 08 17:00:00 EDT 2019	03:39:09	03:39:09	2019-09-09 04:39:09.0909	2019-09-09 04:39:09.0909	2019-09-08	Sun Sep 08 17:00:00 EDT 2019	01:09:09	01:09:09	2019-09-09 02:09:09.0909	2019-09-09 02:09:09.0909	
INVALID	remote	jdbc	EST5EDT	local	jdbc	Europe/Moscow	legacy	2019-09-08	Sun Sep 08 17:00:00 EDT 2019	03:39:09	03:39:09	2019-09-09 04:39:09.0909	2019-09-09 04:39:09.0909							
INVALID	remote	jdbc	EST5EDT	local	native	Europe/Moscow	legacy	2019-09-07	Sat Sep 07 17:00:00 EDT 2019	17:09:09	17:09:09	2019-09-08 19:09:09.0909	2019-09-08 19:09:09.0909	2019-09-08	Sun Sep 08 17:00:00 EDT 2019	01:09:09	01:09:09	2019-09-09 02:09:09.0909	2019-09-09 02:09:09.0909	
INVALID	remote	jdbc	EST5EDT	local->remote	jdbc	Europe/Moscow	legacy	2019-09-07	Sat Sep 07 17:00:00 EDT 2019	03:39:09	03:39:09	2019-09-09 04:39:09.0909	2019-09-09 04:39:09.0909							
INVALID	remote	jdbc	EST5EDT	thick local	jdbc	Europe/Moscow	legacy	2019-09-08	Sun Sep 08 17:00:00 EDT 2019	03:39:09	03:39:09	2019-09-09 04:39:09.0909	2019-09-09 04:39:09.0909	2019-09-08	Sun Sep 08 17:00:00 EDT 2019	01:09:09	01:09:09	2019-09-09 02:09:09.0909	2019-09-09 02:09:09.0909	
INVALID	remote	jdbc	EST5EDT	remote	cache	IST	legacy	2019-09-07	Sat Sep 07 17:00:00 EDT 2019	14:39:09	14:39:09	2019-09-08 16:39:09.0909	2019-09-08 16:39:09.0909	2019-09-08	Sun Sep 08 17:00:00 EDT 2019	01:09:09	01:09:09	2019-09-09 02:09:09.0909	2019-09-09 02:09:09.0909	
INVALID	remote	jdbc	EST5EDT	remote	jdbc	IST	legacy	2019-09-07	Sat Sep 07 17:00:00 EDT 2019	01:09:09	01:09:09	2019-09-09 02:09:09.0909	2019-09-09 02:09:09.0909							
